,lat,lon,analysed_spim
716,42.55,4.275,0.25999999418854713
717,42.55,4.29,0.24999999441206455
718,42.55,4.305,0.24999999441206455
719,42.55,4.32,0.23999999463558197
720,42.55,4.335,0.24999999441206455
721,42.55,4.35,0.2299999948590994
722,42.55,4.365,0.23999999463558197
723,42.55,4.38,0.23999999463558197
724,42.55,4.395,0.23999999463558197
725,42.55,4.41,0.25999999418854713
726,42.55,4.425,0.25999999418854713
727,42.55,4.44,0.25999999418854713
728,42.55,4.455,0.24999999441206455
729,42.55,4.47,0.23999999463558197
730,42.55,4.485,0.2299999948590994
731,42.55,4.5,0.23999999463558197
