,lat,lon,date_for_plot,analysed_spim,plume
389,49.279998779296875,-0.675000011920929,2025-01-11,,False
390,49.279998779296875,-0.6600000262260437,2025-01-11,,False
391,49.279998779296875,-0.6449999809265137,2025-01-11,,False
392,49.279998779296875,-0.6299999952316284,2025-01-11,,False
393,49.279998779296875,-0.6150000095367432,2025-01-11,,False
394,49.279998779296875,-0.6000000238418579,2025-01-11,,False
395,49.279998779296875,-0.5849999785423279,2025-01-11,,False
396,49.279998779296875,-0.5699999928474426,2025-01-11,,False
397,49.279998779296875,-0.5550000071525574,2025-01-11,,False
398,49.279998779296875,-0.5400000214576721,2025-01-11,,False
399,49.279998779296875,-0.5249999761581421,2025-01-11,,False
400,49.279998779296875,-0.5099999904632568,2025-01-11,,False
401,49.279998779296875,-0.4950000047683716,2025-01-11,,False
402,49.279998779296875,-0.47999998927116394,2025-01-11,,False
403,49.279998779296875,-0.4650000035762787,2025-01-11,,False
404,49.279998779296875,-0.44999998807907104,2025-01-11,,False
405,49.279998779296875,-0.4350000023841858,2025-01-11,,False
406,49.279998779296875,-0.41999998688697815,2025-01-11,,False
407,49.279998779296875,-0.4050000011920929,2025-01-11,,False
408,49.279998779296875,-0.38999998569488525,2025-01-11,,False
409,49.279998779296875,-0.375,2025-01-11,,False
410,49.279998779296875,-0.36000001430511475,2025-01-11,,False
411,49.279998779296875,-0.3449999988079071,2025-01-11,,False
412,49.279998779296875,-0.33000001311302185,2025-01-11,,False
413,49.279998779296875,-0.3149999976158142,2025-01-11,,False
414,49.279998779296875,-0.30000001192092896,2025-01-11,,False
415,49.279998779296875,-0.2849999964237213,2025-01-11,,False
416,49.279998779296875,-0.27000001072883606,2025-01-11,,False
417,49.279998779296875,-0.2549999952316284,2025-01-11,,False
418,49.279998779296875,-0.23999999463558197,2025-01-11,,False
419,49.279998779296875,-0.22499999403953552,2025-01-11,,False
420,49.279998779296875,-0.20999999344348907,2025-01-11,,False
421,49.279998779296875,-0.19499999284744263,2025-01-11,,False
422,49.279998779296875,-0.18000000715255737,2025-01-11,,False
423,49.279998779296875,-0.16500000655651093,2025-01-11,,False
424,49.279998779296875,-0.15000000596046448,2025-01-11,,False
425,49.279998779296875,-0.13500000536441803,2025-01-11,,False
426,49.279998779296875,-0.11999999731779099,2025-01-11,,False
427,49.279998779296875,-0.10499999672174454,2025-01-11,,False
428,49.279998779296875,-0.09000000357627869,2025-01-11,,False
429,49.279998779296875,-0.07500000298023224,2025-01-11,,False
430,49.279998779296875,-0.05999999865889549,2025-01-11,,False
431,49.279998779296875,-0.04500000178813934,2025-01-11,,False
432,49.279998779296875,-0.029999999329447746,2025-01-11,,False
433,49.279998779296875,-0.014999999664723873,2025-01-11,,False
434,49.279998779296875,0.0,2025-01-11,,False
435,49.279998779296875,0.014999999664723873,2025-01-11,,False
436,49.279998779296875,0.029999999329447746,2025-01-11,,False
437,49.279998779296875,0.04500000178813934,2025-01-11,,False
438,49.279998779296875,0.05999999865889549,2025-01-11,,False
439,49.279998779296875,0.07500000298023224,2025-01-11,,False
440,49.279998779296875,0.09000000357627869,2025-01-11,,False
441,49.279998779296875,0.10499999672174454,2025-01-11,,False
442,49.279998779296875,0.11999999731779099,2025-01-11,,False
443,49.279998779296875,0.13500000536441803,2025-01-11,,False
444,49.279998779296875,0.15000000596046448,2025-01-11,,False
445,49.279998779296875,0.16500000655651093,2025-01-11,,False
446,49.279998779296875,0.18000000715255737,2025-01-11,,False
447,49.279998779296875,0.19499999284744263,2025-01-11,,False
448,49.279998779296875,0.20999999344348907,2025-01-11,,False
449,49.279998779296875,0.22499999403953552,2025-01-11,,False
450,49.279998779296875,0.23999999463558197,2025-01-11,,False
451,49.279998779296875,0.2549999952316284,2025-01-11,,False
452,49.279998779296875,0.27000001072883606,2025-01-11,,False
453,49.279998779296875,0.2849999964237213,2025-01-11,,False
454,49.279998779296875,0.30000001192092896,2025-01-11,,False
455,49.279998779296875,0.3149999976158142,2025-01-11,,False
456,49.279998779296875,0.33000001311302185,2025-01-11,,False
457,49.279998779296875,0.3449999988079071,2025-01-11,,False
458,49.279998779296875,0.36000001430511475,2025-01-11,,False
459,49.279998779296875,0.375,2025-01-11,,False
460,49.279998779296875,0.38999998569488525,2025-01-11,,False
461,49.279998779296875,0.4050000011920929,2025-01-11,,False
462,49.279998779296875,0.41999998688697815,2025-01-11,,False
463,49.279998779296875,0.4350000023841858,2025-01-11,,False
464,49.279998779296875,0.44999998807907104,2025-01-11,,False
465,49.279998779296875,0.4650000035762787,2025-01-11,,False
466,49.279998779296875,0.47999998927116394,2025-01-11,,False
467,49.279998779296875,0.4950000047683716,2025-01-11,,False
468,49.290000915527344,-1.2450000047683716,2025-01-11,,False
469,49.290000915527344,-1.2300000190734863,2025-01-11,,False
470,49.290000915527344,-1.215000033378601,2025-01-11,,False
471,49.290000915527344,-1.2000000476837158,2025-01-11,,False
472,49.290000915527344,-1.184999942779541,2025-01-11,,False
473,49.290000915527344,-1.1699999570846558,2025-01-11,,False
474,49.290000915527344,-1.1549999713897705,2025-01-11,,False
475,49.290000915527344,-1.1399999856948853,2025-01-11,,False
476,49.290000915527344,-1.125,2025-01-11,,False
477,49.290000915527344,-1.1100000143051147,2025-01-11,,False
478,49.290000915527344,-1.0950000286102295,2025-01-11,,False
479,49.290000915527344,-1.0800000429153442,2025-01-11,,False
480,49.290000915527344,-1.065000057220459,2025-01-11,,False
481,49.290000915527344,-1.0499999523162842,2025-01-11,,False
482,49.290000915527344,-1.034999966621399,2025-01-11,,False
483,49.290000915527344,-1.0199999809265137,2025-01-11,,False
484,49.290000915527344,-1.0049999952316284,2025-01-11,,False
485,49.290000915527344,-0.9900000095367432,2025-01-11,,False
486,49.290000915527344,-0.9750000238418579,2025-01-11,,False
